Id,CustomerId,time,Volume of transaction,Sales channel,Complaints,Credit rating,Gender,Age,Insurance type,Amount insured,Salary,Change
3875,15605036,1,0,1,0,704,1,37,9,15561958,13508858,0
3632,15684696,1,0,1,1,560,1,26,3,11657645,15756737,0
8540,15728709,2,1,0,1,484,0,40,7,10690142,11804598,0
371,15774696,2,1,0,0,640,1,75,1,10630791,11342877,0
2061,15710295,2,1,1,1,445,1,38,6,11941362,17575636,0
3269,15774744,2,1,1,1,664,0,33,7,9728616,14343333,0
9939,15808971,1,1,1,0,693,1,57,9,0,13550277,0
9066,15725509,2,1,1,0,662,0,30,5,11528668,14958792,0
9296,15702442,2,1,1,0,586,1,56,9,10078175,5444841,0
8198,15733888,1,0,1,1,668,1,36,3,13368652,19095848,1
6029,15669011,0,0,0,0,659,1,44,9,2350331,16986201,0
6400,15585907,1,1,0,1,676,1,30,5,0,17906658,0
3496,15812324,0,1,1,0,779,0,27,1,0,19062302,0
4958,15594502,0,1,1,1,655,0,37,6,10909341,177552,0
2472,15623196,0,0,1,0,686,0,38,6,14923897,9782523,0
2743,15658889,0,0,1,1,689,0,22,4,13644425,5198025,1
8543,15702601,2,1,0,0,680,0,30,4,10830027,4438457,1
5302,15636700,0,0,0,0,701,0,39,9,14023698,14665199,0
3851,15697597,0,0,0,0,631,0,26,1,14914461,12369795,0
8080,15668775,0,0,1,1,757,0,47,3,1307471,14382954,1
9067,15684645,2,1,1,1,704,0,41,9,6207821,12905067,0
9030,15799635,1,0,0,1,577,0,51,2,1088670,14080066,1
3196,15675791,0,1,1,1,610,0,36,4,1294403,10263835,0
1212,15813590,1,1,1,1,610,0,42,6,0,15830259,0
2646,15582944,1,1,1,1,425,1,39,5,0,14094147,0
9477,15592104,0,0,0,1,655,1,41,5,0,365480,1
1184,15755649,2,0,1,1,584,0,47,7,13053877,9291584,1
4634,15583353,1,0,1,1,610,1,45,3,0,3827684,1
5600,15596713,0,1,1,0,786,0,37,7,16589622,6697768,0
8397,15720155,2,0,0,0,630,0,29,6,13135439,932431,1
6562,15797475,0,0,1,1,720,0,44,3,8610227,18013488,1
6869,15654457,1,2,1,0,685,1,30,2,0,17257643,1
7298,15789865,0,0,0,0,620,0,28,9,7190252,19020823,0
5501,15796496,0,0,1,1,631,1,31,8,13768772,19006712,0
1155,15768006,0,0,1,1,729,0,34,3,1523038,1212869,0
8585,15737047,0,0,1,1,754,1,45,6,0,7388168,1
7190,15774262,2,1,1,0,597,0,52,8,8369334,16108353,0
4471,15642824,1,1,0,0,826,1,56,8,1745061,16180282,0
8432,15582519,0,0,0,0,479,0,47,6,12179709,58119,1
3594,15578369,2,0,1,1,652,1,37,9,1452193,15913283,1
9906,15776518,0,0,1,0,579,1,38,4,17573936,19313055,0
5566,15796015,2,0,0,0,633,0,42,3,12604102,1179689,1
9418,15643794,1,0,1,0,639,1,27,2,0,8293899,0
6328,15629545,1,0,0,1,790,1,41,7,10950868,8677638,0
4441,15628279,0,1,1,0,624,1,38,3,0,16366685,0
4853,15614740,0,1,1,0,684,1,41,6,13520381,12196788,0
5483,15666032,1,0,0,1,568,0,28,1,12728928,4561151,0
7662,15650591,2,0,1,0,809,0,50,10,11809862,10072002,1
1988,15657107,1,0,1,1,563,1,46,8,10617168,1631455,1
2170,15662151,0,0,0,0,554,0,40,4,0,16878004,0
5074,15672397,0,0,0,1,598,0,38,0,12548789,15811171,0
1472,15729956,1,0,1,0,726,1,26,1,8078016,1922585,0
7814,15598338,2,1,0,1,647,1,33,3,16856046,9027016,0
7853,15746674,0,0,1,1,730,1,47,7,0,3337326,1
5363,15663410,1,2,1,0,771,0,51,5,13550658,15247964,1
3058,15744279,1,1,1,0,680,1,58,8,0,657085,0
5288,15652180,0,1,1,0,582,0,30,2,0,13202995,0
4839,15649150,0,0,1,1,531,1,53,5,12764244,14150145,1
8160,15576990,2,0,1,1,790,1,25,5,15288577,5821479,0
3293,15691863,0,1,1,0,751,1,39,3,0,8417534,0
1207,15594864,2,0,1,0,752,0,30,4,8152338,3688585,0
1921,15638355,0,0,0,1,658,1,35,5,12639766,15636158,1
2546,15755178,0,2,1,0,660,0,50,1,0,19184915,1
7980,15627517,1,0,0,1,497,0,27,7,14940027,16752219,0
2846,15674950,2,1,1,1,544,0,39,4,14240643,14663745,0
267,15777076,0,1,1,1,651,0,36,7,0,1389831,0
7185,15686885,2,1,0,0,777,0,44,3,12465559,797923,0
817,15806438,2,0,0,1,580,1,42,2,12333136,10351608,1
7124,15697460,2,1,0,0,596,0,34,4,9944121,480227,0
4277,15797910,2,0,1,0,775,0,51,2,12378325,13490157,0
3709,15812616,0,0,1,1,707,1,49,10,0,8296797,1
8863,15781129,1,1,1,0,687,0,38,8,694344,6658013,1
5353,15782181,1,0,1,1,592,0,35,6,8028516,7267875,1
5936,15773723,1,0,1,0,588,1,22,9,6717819,16353475,1
729,15612525,0,0,0,1,499,1,57,1,0,13137238,1
7386,15664083,2,0,0,0,666,1,37,2,15846876,9326601,0
8076,15590349,0,0,0,1,732,1,36,9,0,37490,1
4380,15812241,2,0,1,1,438,0,59,7,12719714,5156598,1
8462,15778481,0,0,1,0,817,0,59,1,11896258,12081958,0
8352,15641413,2,1,1,1,587,1,49,7,15539398,133082,1
7869,15693771,1,0,1,1,651,1,45,8,959229,8478242,0
1526,15781210,0,1,0,1,711,0,34,8,0,4826019,0
5663,15765287,0,1,1,1,850,1,38,2,0,901507,0
6942,15617206,2,1,1,1,431,0,42,8,12082286,12615324,0
3299,15724527,0,1,1,0,825,0,34,9,0,3193306,0
32,15750181,2,1,0,1,553,0,41,9,11011254,8189881,0
142,15628145,0,0,1,0,682,1,43,5,12585193,19331833,0
1933,15815560,2,0,1,0,666,0,74,7,1051025,4617247,0
201,15622911,0,0,0,0,759,0,42,4,10542018,12140906,0
1117,15592583,0,2,0,1,731,1,47,1,11541419,19173467,1
7943,15774250,0,0,1,1,532,0,42,1,15902471,10098293,1
7377,15592999,0,0,1,0,691,1,40,0,11546598,6062261,0
2268,15777553,0,0,1,1,659,1,56,9,12378524,9950403,1
290,15652266,2,0,0,0,703,0,42,9,632270,13731632,0
2118,15774857,0,1,1,1,460,1,27,7,0,15615008,1
6331,15701074,2,0,1,0,629,0,35,8,11233083,9100102,0
2784,15642202,2,1,0,0,821,1,37,5,10645353,1274130,0
1106,15618182,0,1,0,1,678,1,38,2,0,11506899,0
6500,15625964,0,0,0,1,582,1,43,5,15331367,17056373,0
9693,15728963,2,0,0,1,617,1,51,10,16727371,9343975,1
1537,15732448,0,0,1,0,821,1,28,8,0,3675413,0
6338,15784161,2,0,0,1,583,0,39,8,10294501,5286189,1
1341,15609824,0,2,1,1,794,1,41,7,17684541,16652626,1
1632,15745827,0,0,1,1,617,0,30,3,13200577,14294039,0
3615,15639357,0,2,0,1,415,0,46,9,13495019,17858736,1
6058,15684868,2,0,1,1,668,0,56,9,11099379,13439664,1
2409,15735522,2,1,0,1,654,0,37,2,14561007,18630059,0
2491,15764174,1,1,1,0,612,1,26,4,0,17978074,0
7343,15763194,0,1,0,0,643,0,34,7,0,10030413,0
8378,15701319,2,1,1,0,614,1,37,6,9634081,13937724,1
6920,15773394,0,1,1,0,644,0,38,3,0,7992841,0
2241,15633112,2,1,1,1,681,0,42,3,11819997,945288,1
936,15613630,0,0,1,0,775,0,52,8,10992261,9682332,1
6080,15725945,1,0,0,1,659,1,42,2,0,16273431,1
1003,15701301,0,1,0,1,646,1,42,3,1751599,6712448,0
9993,15569266,0,0,1,1,644,0,28,7,15506041,2917952,0
6898,15760924,1,0,0,1,575,0,41,2,10006239,12630725,1
1567,15683124,0,0,0,1,713,0,53,6,1150294,19152132,1
4041,15742504,0,1,1,1,593,0,36,2,7018148,8060812,0
693,15740900,0,1,1,0,589,0,34,6,0,17789692,0
1978,15792329,2,1,1,1,494,0,37,5,10710633,17206309,0
9548,15758513,0,1,1,1,569,0,43,7,0,5253481,0
8063,15663888,2,1,1,1,549,0,34,6,2040174,10953835,0
1957,15674922,0,0,1,0,710,0,54,6,17113762,16702395,0
1318,15665077,0,2,1,0,598,1,43,5,0,10072272,1
7991,15787710,1,1,1,1,427,1,39,9,0,2836837,0
7609,15796787,0,0,1,1,681,0,46,0,10596942,577156,0
1783,15693381,1,1,0,0,533,0,38,1,13528933,15295633,0
7404,15694677,0,1,1,0,733,0,39,1,0,14184131,0
2406,15725039,1,0,1,0,702,0,32,8,7166774,12608218,0
4210,15731117,1,0,1,1,437,0,28,2,10916125,15298742,0
4589,15611961,0,1,1,1,615,0,35,7,0,15078429,0
6303,15591169,2,0,1,1,788,1,49,4,13745599,18417829,1
3212,15747097,0,0,1,0,611,0,35,10,0,2359823,1
688,15802741,0,0,1,1,625,1,51,7,13629497,3886746,1
5167,15587174,0,1,1,0,726,0,29,7,0,9184414,0
8762,15765173,0,0,0,1,350,1,60,3,0,11379615,1
8682,15590676,0,0,1,1,735,0,34,1,14179643,4585849,0
4175,15693376,1,1,1,0,741,0,43,0,0,292063,0
2845,15812513,2,0,1,1,599,0,45,10,10358305,13212769,1
4224,15735270,1,0,1,1,767,0,47,2,0,4816118,1
3812,15790267,0,0,0,0,625,1,40,7,14126767,17739749,0
6466,15763683,2,0,1,0,678,0,32,4,13962601,11823552,1
3119,15663161,2,0,0,1,680,1,51,5,14313987,4779543,1
2301,15757577,0,1,1,0,676,1,61,8,0,11852273,0
5514,15773283,0,0,1,1,641,0,65,6,3834002,3260777,1
1494,15808189,0,1,0,0,449,0,52,6,0,1236220,0
3397,15691624,0,1,1,1,820,0,33,2,13215026,2306797,0
5471,15623202,2,1,1,1,704,1,39,10,10255618,17197125,1
9221,15576216,2,0,1,1,655,1,37,4,10886276,7955508,1
2146,15594349,0,0,0,0,850,0,49,5,12248647,5974819,0
6633,15729110,1,1,1,1,729,1,42,7,0,582682,1
5383,15586425,0,1,1,0,579,0,28,4,0,17692569,0
8975,15763415,2,0,1,0,567,0,41,0,13437889,10574694,1
4112,15763107,0,0,1,0,700,1,30,9,0,17497164,0
7392,15795079,1,1,1,0,596,0,67,6,0,13835074,0
337,15648064,0,1,1,1,649,0,33,2,0,201098,0
7254,15701081,0,0,0,0,785,0,36,2,0,618111,0
9893,15598331,0,0,1,1,764,1,40,9,10048053,12409569,0
5068,15717879,1,0,1,0,712,1,79,5,10807856,17411893,0
9367,15785024,0,0,1,1,629,1,40,9,13740919,1758777,1
7826,15647838,2,0,1,1,648,1,51,2,11657484,412104,1
650,15730447,0,1,1,0,629,1,49,4,0,19633548,0
4276,15623478,2,1,0,0,670,1,32,4,10295468,13494245,0
2152,15630698,0,0,0,0,745,1,55,9,11012359,5154814,1
1755,15778410,1,0,0,0,533,1,52,7,0,19411399,1
7080,15719940,2,1,0,1,628,1,51,10,11528049,1262861,1
1545,15673908,2,0,1,0,602,1,42,6,15841485,13188646,0
1725,15574879,2,1,0,0,631,1,37,2,12180172,2314662,0
2835,15812917,1,1,1,0,653,0,35,6,11666296,2386421,0
9522,15664504,0,1,1,0,418,0,35,7,0,8887815,0
8041,15701439,1,2,1,1,698,1,50,1,0,885669,1
3948,15743818,1,1,0,0,748,0,58,9,1223307,12442919,0
2612,15588446,1,1,0,1,550,0,34,3,0,13128128,0
4315,15763980,2,0,1,0,632,0,30,1,5866802,7867052,0
2932,15724858,0,0,1,1,688,1,54,9,0,19121263,1
8763,15665159,0,1,1,0,727,0,61,0,12821396,18872908,1
3082,15759066,0,0,1,1,483,1,44,5,13683649,1923599,1
4190,15659568,1,0,1,0,850,1,31,3,12123765,3102256,0
2154,15721426,2,2,0,1,606,0,65,10,12630664,786168,1
9795,15738980,0,1,1,1,506,0,43,2,0,1055686,0
2847,15678572,1,1,1,1,529,0,38,7,998425,9025606,1
9602,15603135,2,0,0,1,634,1,59,3,9572705,979394,1
245,15797219,0,0,1,1,635,1,40,10,12349758,13195323,1
5344,15566269,0,1,1,1,787,0,25,5,0,473079,0
7355,15623072,1,1,1,1,529,1,35,5,0,565180,0
3141,15769596,2,1,0,1,710,1,24,2,11040744,1583243,1
5280,15694129,2,0,1,1,569,1,28,3,10003252,515921,1
3485,15728456,0,0,1,1,604,0,33,3,0,4217113,1
6506,15702095,1,0,1,1,585,1,56,1,1284728,18647691,1
4440,15760121,0,0,1,1,712,0,32,9,10060602,16569306,0
3535,15626882,1,0,1,0,662,0,37,5,9490109,4823375,0
820,15596939,2,1,1,1,659,0,36,4,13257892,8432094,0
7335,15679394,0,0,1,0,651,1,41,4,386172,1048768,0
9976,15656062,0,0,1,1,637,1,33,7,10337781,8441978,0
5088,15734610,0,2,1,1,543,0,42,4,8983871,8598354,1
4975,15573278,0,1,1,1,743,0,39,6,0,4426528,0
4434,15568429,1,1,1,1,633,1,46,3,0,12025058,0
6329,15661198,2,0,1,0,727,0,34,2,14640711,7207372,0
7929,15598892,0,1,0,1,828,0,30,4,7307018,16167115,0
7483,15784526,0,0,0,0,616,0,44,5,10201638,17823537,1
9079,15730488,1,0,0,0,516,1,27,1,0,11231115,0
7705,15647306,0,0,1,0,777,1,29,9,13124061,16374609,1
4864,15783225,0,0,1,1,737,0,54,9,0,834704,1
5161,15772250,1,0,0,1,842,0,46,9,0,1726802,0
5164,15624323,0,1,1,0,642,0,36,4,0,19522491,0
5031,15680517,2,0,1,0,769,1,34,7,13723917,7137992,1
1946,15698321,2,1,1,0,648,0,34,3,9503973,14705587,0
3811,15589428,0,1,1,1,756,1,42,9,0,3567342,0
538,15794142,2,2,0,0,564,1,62,5,11493135,1826098,1
1659,15741429,1,1,1,0,680,1,31,9,11982575,1011393,0
3007,15697997,0,0,0,0,602,0,33,5,16470438,1807161,0
406,15578045,1,0,0,1,538,1,49,9,14143404,17377925,1
2722,15675422,0,0,1,0,544,1,32,9,11072839,1455962,0
2372,15578297,2,0,1,1,737,1,43,1,12553738,13851001,1
6769,15625929,0,0,0,1,762,1,44,7,15931664,2478013,0
104,15804919,1,0,1,0,670,1,65,1,0,17765568,1
8051,15697801,2,1,1,0,605,1,56,1,7412918,6219978,1
4242,15746553,2,0,0,0,526,0,50,5,12423324,15945687,1
516,15752081,0,2,0,0,468,1,56,10,0,6225687,1
722,15736879,0,1,0,1,669,0,23,1,0,6608883,0
7172,15682540,0,1,1,0,602,1,33,8,0,11292874,0
1194,15573769,0,1,1,1,764,1,24,7,0,18610599,0
1572,15725141,0,0,1,1,716,1,44,3,10952828,2734163,0
8623,15666197,2,0,1,1,430,1,38,8,15305864,9937727,1
8436,15617538,1,1,0,1,834,0,40,7,0,4503874,0
3259,15778830,0,1,1,1,841,0,31,2,0,17324052,0
271,15619955,2,2,1,1,733,0,34,3,10033796,4855919,1
7953,15608209,2,1,1,1,622,0,33,3,9692612,4855377,0
2629,15711789,1,0,0,1,768,1,42,3,0,16124299,1
8985,15802118,1,0,1,0,664,0,41,7,12342869,16492411,0
3729,15697702,1,1,1,1,730,0,29,2,0,1417409,0
8170,15641366,2,0,0,0,599,0,61,1,12473796,9038961,1
7590,15568819,2,2,1,0,619,1,42,8,13279604,19182135,1
467,15593782,2,2,1,1,816,1,38,5,13087875,7190577,1
5368,15745326,0,0,0,1,538,1,62,3,7505149,1768202,1
4693,15713594,0,0,1,1,543,1,32,7,14725686,11277195,0
5157,15751185,1,0,1,1,699,1,50,0,15863361,19378587,0
959,15628034,0,0,1,0,629,1,37,6,1291013,2397133,0
3824,15728167,0,0,0,1,667,0,44,2,12280695,1512086,0
4367,15675854,1,0,0,0,573,0,50,0,15930407,15591524,1
2000,15613656,0,0,1,0,842,0,58,1,6349294,8317219,0
2965,15654574,2,1,1,1,499,0,36,5,13114253,17491846,0
6325,15615797,2,0,1,0,743,0,59,5,10858535,19212722,1
4979,15792250,2,0,1,0,616,1,45,4,12279396,6200204,1
1662,15800229,2,0,0,0,695,0,40,7,13902224,19338313,0
2506,15679642,1,1,1,0,695,0,44,8,0,7097413,0
1082,15663438,1,0,1,1,688,0,36,0,897723,17738368,1
6043,15760851,0,1,1,1,629,0,31,6,0,9388175,0
3589,15785406,0,0,0,1,446,1,51,4,10505613,7061352,1
7047,15731586,1,1,0,1,785,1,31,2,12169154,8177872,0
1160,15719348,0,0,1,1,513,0,35,8,0,7664029,1
8531,15663987,1,2,1,1,723,0,30,1,0,16464772,1
7516,15748649,0,0,1,1,644,0,40,8,9318319,7388249,0
630,15712403,0,0,1,1,589,1,61,1,0,6110856,1
1919,15739858,0,0,1,0,618,0,56,7,0,14240027,1
713,15716164,0,0,1,1,501,1,41,3,1442605,17211467,0
322,15694408,0,0,1,1,749,0,40,1,13929041,18285542,0
3592,15628886,1,0,1,0,677,0,56,5,12395997,6059072,1
5473,15596863,2,0,1,0,787,1,38,3,15837323,2822835,0
807,15798906,0,1,1,0,628,0,69,5,0,1819646,0
6164,15608109,2,1,0,0,710,0,58,7,1701130,1049464,0
7558,15642098,1,1,1,1,622,1,36,0,1089600,1111803,1
1107,15660316,2,0,0,1,420,1,34,1,1355499,14947113,1
3726,15608344,2,2,1,1,749,1,29,7,13705905,10297572,1
1114,15626147,0,0,0,1,608,1,62,8,1449765,17583603,1
4734,15591740,0,1,1,0,590,1,54,4,0,9382049,1
4492,15773260,0,0,1,1,590,1,32,0,12776324,10071754,0
279,15782210,0,0,1,1,714,0,46,1,0,15216779,1
8484,15601012,0,0,1,1,802,1,60,3,9288706,3947363,1
8431,15586752,2,0,1,0,628,0,33,8,15214389,3217403,0
6803,15594515,0,1,0,1,568,1,44,7,0,6237067,1
4543,15692929,2,1,0,0,791,1,42,10,11365741,13994668,0
2120,15651554,2,0,1,0,618,1,54,4,11844921,13357329,1
9600,15570533,2,0,0,0,621,1,55,7,13103376,7568559,1
7259,15718921,1,0,1,0,625,0,32,7,10695728,13479402,0
3808,15698117,2,0,0,0,701,0,41,0,15084494,12762336,0
1095,15689081,0,0,1,1,692,0,29,4,0,7675599,1
6904,15627185,2,1,1,1,744,0,29,6,12373704,14155804,0
3008,15665416,0,0,0,0,779,0,62,10,11909655,11697789,0
5347,15662426,1,0,0,0,649,0,32,1,0,9116719,1
8253,15746515,0,2,1,0,750,0,36,7,13649292,2650029,1
5011,15609011,1,0,1,1,480,0,47,8,7540833,2588789,1
1113,15648800,2,0,1,1,731,1,21,8,13231206,10666346,1
9373,15807457,1,1,1,1,641,1,36,1,0,10202139,0
6238,15589437,0,0,1,0,466,0,26,3,15681571,13747609,0
4243,15622518,0,0,1,0,768,1,26,5,5111626,7045479,1
2689,15636999,0,0,0,0,414,0,38,8,0,7766112,1
9003,15792720,0,0,0,1,676,0,33,6,17149078,7909964,0
7304,15764444,2,1,1,0,679,0,58,8,12585053,8700817,0
9069,15777459,1,1,1,0,619,1,32,4,17540613,17279243,1
1166,15633419,2,1,1,1,622,1,28,1,14312463,817238,0
5056,15690958,2,0,0,0,767,0,23,2,13954282,2803828,0
2667,15591577,0,0,1,0,584,0,35,3,14631158,10544347,0
2239,15648577,0,0,1,0,493,1,31,3,0,17657028,1
499,15677020,0,0,0,0,570,1,58,8,0,11650392,1
5299,15792989,0,0,1,0,543,1,71,1,10430877,2565004,0
2185,15730397,1,0,1,0,739,0,40,1,10968161,1933213,0
2271,15703588,2,1,1,1,665,0,25,5,15361183,3532165,0
7358,15797767,0,0,0,0,600,1,49,6,0,14808788,1
7515,15764841,0,0,1,0,623,1,35,0,13055724,4788071,0
7175,15638983,0,0,0,1,684,1,38,5,1331894,12738806,0
355,15739438,0,1,1,1,539,0,30,0,0,16097966,0
1285,15658532,1,0,1,0,520,1,63,5,16227832,3476533,0
7048,15757467,1,1,1,0,563,0,57,6,0,3929748,0
6044,15734588,0,1,1,0,684,0,46,0,0,3637697,0
8843,15616270,1,0,0,0,620,0,42,4,10692091,11974708,0
2528,15654106,0,1,0,0,604,0,26,8,14954252,19791152,0
7426,15790630,0,0,0,1,619,1,48,4,0,1809496,1
8108,15655232,2,1,1,0,437,0,35,6,12680334,1611334,1
555,15775318,1,2,0,0,590,1,51,3,15496299,19193227,1
4901,15575935,0,1,0,0,673,0,59,0,17805806,2106371,0
7507,15642001,2,0,1,1,576,0,44,9,11953052,11905668,1
2981,15711218,2,1,1,1,616,0,39,2,12170432,555563,0
1641,15754177,1,1,0,1,712,0,53,2,11106101,2654217,0
8554,15699095,0,0,1,0,603,1,24,3,0,19882603,1
3365,15764431,1,2,1,0,671,1,34,5,13092902,2823825,1
6931,15808930,0,0,1,1,531,1,37,1,0,460697,0
458,15707362,2,0,0,0,514,0,43,1,9555631,19927398,0
3523,15766746,0,0,1,1,835,0,35,6,12712007,2870769,0
534,15567832,0,0,1,1,550,1,40,7,11435495,5401893,0
6547,15608760,0,0,1,0,656,1,30,4,743232,2292908,0
3090,15779581,1,1,0,0,734,1,43,3,5585333,9481185,1
8872,15626475,0,1,1,0,685,0,30,2,0,14088932,0
1305,15800434,2,0,0,1,811,0,52,10,769154,14635981,1
296,15774510,0,0,1,0,714,1,31,4,12516926,10663689,0
924,15658485,0,0,1,0,785,1,34,9,7030248,6860036,0
9162,15606097,2,0,1,0,665,0,63,7,10446958,2516536,1
8290,15731267,0,0,1,1,797,0,37,4,752637,8580177,0
1021,15717164,1,1,1,0,485,0,32,6,10223801,19401012,0
8851,15590828,2,0,1,1,782,0,42,7,12642838,398301,0
5899,15793901,0,1,0,1,639,1,27,2,0,12524418,0
5743,15571476,1,0,0,1,635,0,38,0,10325714,15834463,0
2518,15759436,0,2,1,0,758,1,50,2,9581376,6794409,1
2616,15658360,1,1,0,1,762,0,35,9,12292942,14982204,0
9702,15687828,1,0,1,0,644,1,31,5,860063,7392295,0
7808,15649033,2,1,1,1,603,1,55,7,12772325,13946911,1
3608,15601873,0,0,1,1,677,1,36,7,0,4731875,0
4497,15758901,1,0,1,1,713,1,47,1,0,10782508,1
7504,15587038,1,0,1,0,654,1,32,2,0,5197292,0
6992,15808175,0,0,1,1,557,1,39,7,4957273,11528799,1
603,15592387,0,0,1,1,566,0,30,5,0,5492651,1
3026,15722758,0,1,0,1,585,0,40,7,0,14615698,0
1838,15758813,2,1,0,1,350,0,39,0,1097332,12360211,1
7213,15623210,2,2,0,1,484,1,55,8,14934958,13751992,1
7724,15673591,0,2,0,0,842,0,44,3,14125218,12852116,1
5563,15724684,1,0,1,1,610,0,46,5,918978,5439428,0
3938,15723717,2,0,0,1,483,0,41,1,11833444,16314799,1
3574,15683375,0,0,1,0,541,1,32,4,0,11495142,0
8767,15585466,0,1,1,1,552,0,29,10,0,1218683,0
1973,15635728,0,1,0,1,693,0,41,4,0,15638147,0
6812,15605059,2,0,1,1,576,0,63,3,14884356,6941413,1
8004,15645815,0,1,1,0,615,0,45,5,0,16488664,0
3908,15599004,1,0,1,0,655,0,37,1,0,10604097,0
3391,15780411,0,1,0,1,570,1,46,3,0,82046,0
9501,15634146,2,0,1,0,835,0,18,2,14287236,11763263,0
1352,15596552,2,0,1,0,535,0,48,5,13454273,5820367,1
3994,15763097,1,1,0,0,809,0,80,8,0,3416405,0
3002,15672091,2,1,0,1,786,1,32,2,10433643,5955981,0
2577,15724145,2,0,1,1,616,0,29,8,14931855,14074613,0
9405,15807900,0,0,1,0,575,0,36,7,0,5586897,0
196,15635905,1,1,1,0,616,1,32,6,0,4300146,0
5099,15731555,2,0,0,1,595,1,45,9,10600012,19144896,1
6608,15576000,0,0,1,0,765,0,40,6,13803355,6797245,0
7767,15748660,2,0,1,1,561,1,49,1,10202532,13305164,1
4470,15593795,2,0,1,1,516,1,53,1,1566742,11850234,1
4274,15690021,2,0,0,0,502,1,42,0,1320027,2820498,1
9533,15733361,2,0,1,1,651,1,45,6,8671406,8586989,1
8693,15659092,0,1,1,1,621,1,50,5,0,19175654,1
8969,15622461,0,1,0,1,562,1,51,7,1228220,3262621,0
5196,15670822,0,0,1,0,719,1,22,7,11441584,1774974,0
6405,15760749,1,0,0,0,509,0,41,7,1266838,11477553,0
9189,15793723,2,1,1,1,607,0,32,9,14427207,17658063,0
4838,15582335,0,0,0,1,556,1,40,9,12986037,1799294,0
3991,15601659,2,1,1,1,496,1,59,7,916801,16314118,0
6724,15756625,0,1,1,1,752,1,41,8,0,13984404,1
7125,15748432,0,1,1,0,746,1,32,4,0,7290975,0
733,15744607,2,1,1,1,738,0,43,9,12115205,641667,1
7570,15791944,0,2,1,1,697,0,32,7,17546485,11644242,1
6314,15790810,0,0,1,0,844,1,41,10,7631964,14117518,0
2403,15756901,0,1,0,0,641,1,26,4,9154784,2815734,0
8045,15795737,1,1,1,0,771,1,47,3,726640,10787439,0
7330,15802106,0,0,1,1,418,0,34,8,15597388,15420896,0
8042,15785352,0,0,0,1,606,0,37,6,8237394,1725269,1
4021,15697100,2,0,1,1,772,1,48,6,10873652,18456467,1
6652,15714380,0,1,0,1,827,0,38,5,0,10330501,0
7435,15647898,1,2,1,1,610,1,50,5,13055451,18475817,1
1746,15765694,1,0,0,0,584,1,59,1,0,13026011,1
3586,15652626,0,0,1,1,826,0,55,4,11528585,14012617,1
4310,15657881,0,0,0,0,784,0,38,5,13671291,16992092,0
160,15692132,1,0,0,0,717,1,22,6,10106025,8469956,0
453,15668444,1,0,1,1,590,1,44,3,13943237,6222281,0
5757,15601417,0,1,1,0,681,0,32,3,14888447,9096737,0
7382,15735106,1,1,1,1,647,0,28,6,14959402,10232519,0
9077,15810732,0,1,1,1,730,1,36,8,14874929,9183075,0
1859,15681956,0,1,1,0,684,0,34,9,0,6525757,0
6511,15720636,0,0,0,0,628,1,50,4,14305456,10960881,1
5971,15786680,1,1,1,1,805,0,37,5,0,2192881,0
1827,15740104,1,1,0,0,425,1,22,7,16964973,1363650,1
1110,15592229,0,0,1,0,713,1,52,0,18589154,4636957,0
1065,15692744,0,1,0,1,512,0,36,4,15216912,386293,1
2793,15624793,2,0,1,1,627,0,23,5,18424486,10309922,0
528,15653849,2,0,1,1,572,1,48,3,15282799,3841179,1
4788,15674932,1,1,1,1,757,1,44,9,0,17752892,0
2590,15710450,1,0,1,0,848,0,22,7,12081189,18551034,0
420,15810418,2,0,1,1,756,1,60,3,11592489,9352419,1
3163,15801336,2,0,1,0,649,1,37,8,11473726,10665588,1
5808,15694556,0,0,1,1,684,0,60,2,11656358,1202577,1
1112,15714750,0,1,0,1,690,1,42,3,9257814,708106,0
1427,15799966,2,0,0,1,792,1,59,9,10160977,16147919,1
7474,15799859,0,0,1,1,704,0,50,4,16543826,12077075,1
9313,15757912,2,0,0,1,722,1,37,0,12597781,16016242,0
6054,15773013,0,0,1,0,633,1,47,0,0,634284,1
4691,15758050,1,1,1,1,622,0,37,4,0,44595,0
4854,15574071,2,1,0,0,706,0,23,2,9330197,12718704,0
6758,15624975,1,0,0,0,693,0,28,1,14511883,7774238,0
9026,15807593,1,0,0,1,546,1,36,7,8566096,13477801,1
911,15746490,1,0,1,0,648,1,53,6,11120141,12154229,0
1881,15669922,1,1,1,0,530,1,36,2,0,147218,0
7337,15646082,0,0,1,1,676,1,34,8,8290914,9181738,1
3238,15588080,0,0,1,1,675,0,54,6,0,11027384,1
5678,15732265,0,1,1,1,630,0,33,9,0,6480459,0
6576,15808905,0,0,1,0,823,0,37,5,16485818,17351671,0
1535,15614818,1,0,0,0,764,1,33,9,16896477,11898251,0
2106,15659931,2,0,1,1,637,1,55,1,1233782,8143199,1
4343,15654577,2,0,1,1,549,0,54,5,9287733,261964,1
7321,15689268,0,0,1,0,584,0,36,9,0,10581851,0
8927,15801605,0,1,1,0,626,1,39,0,0,8329509,0
366,15633537,2,1,1,1,540,1,42,9,8727141,17257264,0
6275,15814940,1,1,1,0,642,1,33,9,0,15047514,0
4748,15759067,2,2,1,0,537,1,37,7,15841195,11769058,1
3640,15603665,2,1,1,0,638,1,39,0,12250128,950078,0
7960,15772479,0,1,0,1,673,0,37,4,0,16356307,0
