Age,Gender,Married,NumProducts,Income,SatisfactionScore,Churn
55,Male,False,1,38363,0.4613306831952365,0
67,Female,False,5,65060,0.8774392843246301,0
34,Male,True,1,47086,0.12267109019796377,1
69,Male,False,2,35761,0.7908223636606236,0
28,Male,False,5,36218,0.9949913386832825,0
24,Male,False,3,42787,0.5788616119298359,0
78,Female,False,5,33378,0.9940005883714907,1
28,Female,False,5,20771,0.7046218014672824,1
55,Male,False,1,60697,0.4026505295396279,0
72,Female,True,5,34029,0.7431671191886674,1
24,Male,False,1,21993,0.2578611253213787,1
58,Female,False,1,38165,0.5004510588444857,1
66,Female,True,4,47523,0.82309938104988,1
38,Male,False,4,45150,0.9714652899612382,0
33,Female,True,3,54335,0.41129802121846254,0
53,Male,False,2,32110,0.40197053861253706,0
74,Male,False,5,57332,0.8605165586993208,0
77,Female,False,2,42033,0.4930318510588119,0
59,Female,False,2,66465,0.7689439366456229,0
68,Male,True,3,45404,0.6287764724495427,1
57,Male,True,1,53995,0.2809579584537991,1
24,Female,True,2,49364,0.4670116017513859,1
45,Male,True,3,61691,0.5087162536575499,0
60,Male,False,5,59187,0.7194647481547102,0
44,Female,True,1,79355,0.12325874599427553,1
41,Male,False,4,62748,0.9978210332120697,0
18,Male,False,5,25921,0.8627342216594688,0
74,Male,True,1,45122,0.2818288064942276,1
48,Male,False,2,73702,0.5236277088897463,1
60,Male,True,2,54511,0.5424623078438082,0
32,Female,True,3,48312,0.515073511312344,1
70,Female,False,3,39345,0.4655521007798359,1
70,Male,True,2,50582,0.7886437459067035,0
64,Female,True,5,65007,0.940331965245031,0
26,Male,False,5,20518,0.8665861562331669,0
18,Female,False,3,36404,0.5384185332769529,1
53,Female,False,3,63046,0.5496371826802804,0
60,Male,True,3,35371,0.7789669096991029,0
54,Female,False,3,38444,0.489333664468731,0
35,Female,True,5,76686,0.9661631169668293,0
33,Male,False,5,47689,0.7121447215384343,0
80,Male,False,1,69003,0.10248215137366959,1
41,Male,True,2,58394,0.49464463936738967,0
59,Female,True,1,48574,0.4329978639523989,1
67,Male,False,5,48163,0.8767938314036787,0
79,Male,False,4,56937,0.9565341911779388,0
27,Male,False,1,48496,0.41768424359657197,0
76,Male,True,3,37516,0.7640269774625402,0
35,Female,False,1,62076,0.2797456394343616,0
40,Female,True,4,71984,0.7092388080953582,0
51,Male,False,3,48401,0.43915175806399115,1
74,Female,True,5,49185,0.8310323283253829,0
51,Female,True,3,34913,0.7302885203316113,0
55,Female,True,3,41661,0.5585378426601162,0
48,Male,True,3,74593,0.7119161096320021,0
32,Female,True,1,71576,0.11504432443064641,1
41,Male,True,2,79384,0.43167669449809354,0
32,Male,True,1,73213,0.2604851033767739,0
24,Female,False,4,31656,0.7593099803288648,0
74,Female,False,5,39121,0.785151757372302,1
57,Male,True,1,53934,0.10874341781456417,1
23,Male,False,5,21043,0.9787293020335961,1
38,Male,False,3,75426,0.4611648846663683,0
43,Female,False,1,79568,0.17725283962851715,1
76,Female,False,5,40704,0.7772018777902665,0
59,Male,False,2,41265,0.5359465093256494,0
37,Male,True,3,55328,0.7113608821595698,1
76,Female,False,3,39170,0.45375245831466615,1
61,Female,False,4,40861,0.8645296448299468,0
55,Male,False,1,69812,0.5038244885696741,0
47,Male,True,3,43875,0.6779605846953196,0
37,Male,False,5,58551,0.8014131269751074,0
62,Male,True,3,48577,0.46157863982333347,1
47,Female,False,3,60707,0.7397077949528558,0
73,Male,True,2,58400,0.7952409477065869,0
49,Male,True,2,42379,0.4749605876345504,0
47,Male,False,4,75795,0.8834319854473833,0
67,Male,True,4,49494,0.9851985325572998,0
41,Female,True,2,71600,0.6653477135098469,0
22,Male,True,1,49994,0.4868568672246113,1
71,Female,False,1,37818,0.4019730702706268,1
54,Male,False,5,40537,0.8930817057722219,0
38,Female,True,5,74345,0.8512019489118502,0
52,Female,True,1,54584,0.44383043649497145,0
18,Female,False,2,43524,0.7601965730465199,1
30,Male,True,1,57738,0.17315417679616849,1
19,Male,True,2,44913,0.5027308906174228,0
40,Male,False,3,70220,0.6343869417000696,0
66,Female,False,4,42490,0.9097284440428909,0
59,Female,False,3,62450,0.6359005860771797,0
30,Female,True,1,64227,0.2076469574707421,0
55,Male,True,2,59841,0.5932797874771022,1
32,Male,False,1,69227,0.38283419246568307,0
70,Female,False,2,42411,0.4357831932827897,0
32,Female,False,3,67780,0.682229818590971,0
23,Female,True,4,25918,0.9688223754446359,1
62,Female,True,2,63073,0.7430056025649708,0
80,Male,False,5,30147,0.8082698566423696,1
60,Male,False,4,51710,0.861692586016747,0
28,Male,True,1,34263,0.4157261339564461,0
33,Male,True,5,51762,0.9036410785858883,0
71,Female,False,2,69080,0.5027241820366487,1
62,Male,True,5,38243,0.9488409977763186,0
29,Female,False,3,28485,0.4555632232212499,1
70,Male,False,3,59183,0.5872360284564138,1
56,Male,True,2,46244,0.7088681682699016,1
63,Female,False,4,51263,0.7436903297292029,0
43,Male,True,5,53293,0.8140589428057258,0
27,Female,False,5,40074,0.83429075020656,0
77,Male,False,4,59539,0.7751076072537648,0
40,Female,False,5,55013,0.9870622994421844,0
46,Female,True,4,71180,0.8559727533553838,0
28,Female,True,2,44632,0.6246718867056621,1
60,Female,False,4,43969,0.7292338048931123,0
46,Female,True,2,65710,0.5511148006862207,0
37,Female,True,1,43035,0.3091756675117999,1
65,Female,True,3,30898,0.6477816104793978,0
37,Male,False,2,44337,0.418470137828411,1
75,Female,False,4,63209,0.7900059311057145,0
52,Female,True,4,35601,0.7079722354757961,0
60,Female,True,5,31699,0.8100806773969632,0
28,Male,False,5,35498,0.972590556921461,1
20,Male,False,5,39877,0.7812016392671368,1
79,Male,False,5,69698,0.7823085019350922,0
75,Female,False,3,44216,0.7300813226042491,0
49,Male,True,5,51909,0.7863221671787316,1
44,Male,True,5,43105,0.8920703982885843,0
20,Female,True,1,22374,0.11032866009921824,1
61,Male,False,3,46160,0.7337961711594256,0
74,Female,True,5,56700,0.8860039103911421,0
28,Male,True,2,35408,0.6453755798404903,0
28,Male,True,5,45481,0.9401299592684154,0
26,Male,True,1,21394,0.10362005989927706,1
18,Female,True,2,26617,0.790494705800027,0
70,Female,True,2,62934,0.6178688901303799,0
48,Female,True,1,63507,0.10879558110918394,0
77,Female,True,3,46625,0.5899008174986727,0
49,Female,False,3,69559,0.7699206589919687,0
26,Male,True,1,20671,0.4726044470411429,0
57,Female,True,4,51830,0.8925685209601656,0
51,Male,True,4,55166,0.7951992558119604,0
51,Female,False,2,61254,0.5775927764933646,0
53,Female,True,5,51933,0.7717942290446972,1
65,Female,True,3,60620,0.6712795486761816,0
19,Female,False,3,24253,0.731835225143262,0
65,Female,False,3,62815,0.5796362017722028,0
49,Male,True,2,67835,0.4247202162263727,0
37,Male,False,4,67330,0.9227355017624073,0
35,Male,False,1,70707,0.36118177012291997,1
31,Female,False,4,44012,0.8998542240441157,0
27,Female,True,5,44493,0.9088605809329164,0
32,Male,False,4,52689,0.7292980084137418,0
26,Male,True,1,40507,0.5803072820006835,0
59,Male,True,1,63830,0.21037157907672452,1
21,Male,False,5,23701,0.8246134514142061,0
33,Female,True,2,58582,0.6571864994813705,1
73,Female,True,5,58968,0.9123875920991243,0
22,Male,False,5,28304,0.8095138656017685,1
62,Female,False,5,42467,0.8841659566795543,1
52,Male,True,3,56993,0.46124432192588133,1
48,Male,False,3,74620,0.6121476173895675,0
73,Male,False,3,36047,0.7590374012776987,0
34,Male,True,3,42190,0.7166171047024933,0
76,Female,False,3,64190,0.4661127648956629,1
66,Male,True,3,34479,0.6102604258207756,0
35,Female,False,3,47354,0.7691978593659482,0
34,Male,True,4,44627,0.7558518992611462,0
70,Male,False,1,60686,0.17431453526654142,1
36,Female,True,2,70071,0.5210415593180009,0
63,Female,True,5,39156,0.9568887524678421,0
71,Male,False,5,39727,0.8303822667723213,0
70,Male,False,4,48987,0.7322281935877168,0
75,Male,False,1,47767,0.37401806291251605,0
45,Male,True,1,68901,0.21835329721033617,1
44,Male,False,4,75570,0.7669003024390422,0
23,Female,True,3,32828,0.4025882803059284,0
64,Female,False,1,59654,0.20422117834877815,1
34,Male,True,1,41476,0.15770665476978343,1
36,Male,False,4,61487,0.883161732688824,0
23,Female,True,2,44344,0.44663902313859527,1
19,Male,True,2,46681,0.7570215103599345,0
20,Female,False,3,42105,0.5266841763830875,0
56,Female,False,4,66188,0.9087676339771573,0
58,Female,True,3,64568,0.44508168444492185,0
53,Male,False,5,33904,0.783755628449582,0
54,Female,False,4,38197,0.815517391929927,1
67,Male,True,2,51076,0.777102993088584,0
20,Male,False,1,32073,0.18585032925406766,1
56,Female,True,5,49037,0.9180300796381076,1
42,Female,True,2,45709,0.761889134945444,1
59,Male,True,2,41456,0.7489181898913158,1
32,Male,True,5,60967,0.7574379440475846,0
64,Male,False,2,56128,0.5185972910974946,0
65,Female,False,3,32894,0.7400819763941999,0
25,Female,True,5,35422,0.7827195202119809,0
77,Male,False,2,46222,0.7914524289647411,0
55,Male,True,4,36649,0.8856419247077751,1
80,Male,True,3,49095,0.5784328242885519,0
21,Male,True,3,42036,0.44419932273741125,0
18,Male,True,1,33423,0.39252281448630444,1
79,Female,True,4,39263,0.7895523737839181,0
71,Female,False,5,57777,0.8936759557601739,0
25,Male,False,3,31310,0.7635346863941458,1
21,Female,True,4,29332,0.902100506231356,1
39,Female,False,1,47725,0.3719964205015347,0
39,Male,True,3,66576,0.6186281639818577,0
77,Female,False,4,58495,0.8761719727128785,0
41,Male,False,4,54210,0.8920499712044028,0
33,Male,False,1,69053,0.4606831576824981,1
55,Male,True,2,44565,0.4034947595546159,0
21,Male,False,3,38495,0.7842375237099061,0
67,Female,False,4,51124,0.7634997802226453,0
80,Female,False,1,67682,0.3912050332889677,0
27,Male,False,5,46744,0.8647013951478765,0
58,Female,False,1,35418,0.11991648174750638,1
64,Female,True,5,59139,0.8795243849080776,0
29,Female,True,3,24990,0.5697416239058142,0
52,Female,True,2,31165,0.4697350161809388,1
71,Female,False,4,37185,0.7071193652741151,1
61,Female,True,5,46876,0.9247425578157352,0
51,Male,True,2,69822,0.4048414789881394,1
78,Female,True,4,46474,0.7346146191584102,0
25,Male,True,4,41402,0.9334766505291019,0
37,Male,True,3,62292,0.6601342864948243,1
20,Male,False,5,35999,0.8356715889596567,1
68,Female,False,3,69171,0.4797029208058788,0
27,Female,False,4,22855,0.7982739435581597,1
41,Male,True,3,47586,0.5399069236887384,1
21,Female,True,5,21861,0.7597033528999609,0
44,Female,False,4,76478,0.804101013070186,0
47,Male,False,1,77611,0.3752236788979386,0
38,Male,True,5,40424,0.9536906036655395,0
69,Female,True,3,51263,0.7562879158399636,0
28,Male,False,3,47402,0.6064474416398514,1
53,Female,False,2,50302,0.4542454890231342,0
77,Female,False,5,59203,0.8002943132246213,0
22,Male,True,3,43055,0.6789520232816137,1
27,Male,True,3,20504,0.4362515062616946,1
42,Male,True,1,52279,0.3969178561263479,0
54,Female,True,5,63278,0.9270726766744225,0
75,Male,True,3,67519,0.43050260423095266,1
25,Male,False,1,31322,0.15438396929430245,0
20,Male,True,3,24002,0.6744207251409574,0
39,Female,True,1,48716,0.11858084276788075,1
29,Female,False,3,27588,0.6276786478946494,0
44,Female,True,3,58525,0.576334028493753,0
61,Female,False,2,37311,0.4600907930463451,1
60,Female,True,1,34314,0.5827049554993688,0
45,Female,True,2,73083,0.4006700867088965,0
25,Male,True,3,43640,0.7939249820142644,0
26,Male,True,5,29752,0.7566904230131737,0
39,Male,False,3,51109,0.6096349414111115,0
69,Male,True,1,47634,0.4585314117152083,0
68,Female,True,3,57796,0.7145762776645723,0
44,Female,False,4,42797,0.860456028122692,0
50,Female,False,2,38356,0.48507345124657997,0
77,Male,False,5,35878,0.9204844689778885,0
55,Male,True,3,37033,0.6916263229846344,0
68,Male,False,5,40807,0.7280642448859793,0
38,Male,False,5,61416,0.8799983602623406,0
44,Male,True,2,43114,0.7933256871409822,0
47,Female,True,2,44007,0.6466871571592856,0
32,Female,True,1,76646,0.26668168036174744,0
72,Female,False,4,68069,0.9783332820301008,0
18,Female,False,3,43928,0.502361454981605,0
31,Female,True,4,47801,0.9178973873806262,0
30,Male,True,4,68808,0.7496197941753395,0
54,Male,True,5,69312,0.8851242265010502,0
66,Female,False,3,59832,0.6488147630433488,0
64,Female,False,4,55508,0.9684363811502981,0
79,Male,True,3,37723,0.43943536459680216,1
54,Male,True,2,58521,0.6798694839625472,0
29,Female,False,2,46014,0.724821866501707,0
64,Male,True,3,41656,0.5716232945700417,1
23,Male,True,3,43542,0.5841898085426479,1
76,Male,False,5,59765,0.8928605296038004,0
53,Male,True,2,63177,0.6969834659120808,0
40,Female,False,2,52412,0.4583552694465971,1
61,Male,True,1,43839,0.5895536729377212,0
63,Female,True,1,46738,0.2197820529156924,1
56,Male,True,4,69653,0.7458457428442494,1
75,Female,True,1,46883,0.15196293324092555,1
79,Male,False,2,42436,0.6118425246053076,0
50,Female,False,4,61598,0.7056995422058147,0
33,Male,False,5,79261,0.7746872453198679,0
43,Male,False,3,73067,0.7204396093219845,0
23,Female,False,1,30333,0.33780064524406983,0
26,Male,False,4,32641,0.8622477886063455,0
33,Female,False,4,68701,0.9315314687520236,0
57,Female,False,1,62417,0.4755408115652697,1
77,Male,False,5,37844,0.8002380955162458,0
73,Female,False,2,54141,0.7397506603082433,1
35,Male,False,1,66570,0.39470921132577363,0
19,Male,True,4,42024,0.9020189480054387,0
65,Female,True,3,33823,0.568423276870976,0
58,Female,True,1,48446,0.5055823344245918,0
73,Male,False,3,52995,0.5819558374747542,0
19,Female,False,2,40439,0.653467681836997,0
70,Male,False,3,36964,0.4023097952048771,1
65,Male,True,3,57654,0.7247666484182109,0
75,Male,True,2,48891,0.4008185407858137,1
28,Female,True,2,44183,0.6579473434774872,0
26,Male,True,5,46332,0.9899660207820367,0
66,Male,True,1,54749,0.159761400385692,1
52,Male,False,5,49133,0.9110552720345747,0
36,Female,False,4,58079,0.881537625372432,0
33,Male,False,1,75729,0.484052361558133,1
50,Male,True,3,39748,0.7403105111375116,0
49,Female,True,4,77624,0.9600770620743635,0
18,Female,True,1,47478,0.5494084129550949,1
60,Male,False,4,63904,0.7718287320926988,0
60,Female,False,5,32368,0.76305022218121,0
32,Female,False,2,59297,0.798655044243144,0
70,Female,False,4,35884,0.7378149663357306,0
72,Male,True,1,46151,0.5257964538537104,0
80,Male,True,1,40314,0.10225360551366244,0
45,Male,False,5,48416,0.9234129669916527,0
52,Male,True,2,62400,0.6433669331859023,0
41,Male,False,4,50112,0.8507468698062348,0
19,Female,True,3,24144,0.4018788958304012,0
26,Female,True,2,37888,0.6615507836300927,0
27,Male,False,3,32598,0.721855210469241,0
62,Male,False,1,35793,0.5810365259711998,1
56,Male,False,3,36415,0.7905080312747695,0
21,Male,True,1,36493,0.4607188859827491,1
38,Male,False,5,79065,0.7215432228941434,0
64,Male,False,1,47947,0.40508947625911207,0
60,Male,True,3,51695,0.4801953738158571,0
37,Female,True,1,77222,0.11603330654918456,0
28,Male,True,3,34548,0.7549984867625229,1
26,Female,True,3,48429,0.6520417630692363,0
38,Male,False,1,54308,0.3570498199942468,1
52,Male,False,2,68755,0.502441020804402,1
24,Female,False,3,22147,0.41170814795162897,0
40,Male,True,4,52386,0.9341529350067321,0
37,Female,True,4,43884,0.9560339336583987,0
65,Female,True,1,48424,0.11907435784038681,1
19,Male,False,5,44790,0.8894976455273782,0
50,Male,True,2,47924,0.45176331828657545,0
22,Female,False,5,28729,0.8727048966133113,0
34,Female,False,4,55736,0.8936400178688614,0
19,Female,False,4,44149,0.8871378544297814,0
79,Female,False,3,69142,0.4980000927535434,0
78,Male,False,2,42056,0.441426601003107,1
22,Female,True,5,39082,0.9722329204936393,0
48,Male,False,2,75675,0.4195060822348818,0
78,Female,True,4,37798,0.9414582757443185,0
70,Male,True,4,46842,0.756813902044178,1
31,Female,False,4,60929,0.8216191881340813,0
39,Male,False,4,66494,0.8863895356305986,0
27,Female,True,2,43946,0.7514092079700933,0
52,Male,True,2,33637,0.6714913496706414,0
52,Male,False,2,59397,0.4564283638287889,1
70,Female,True,3,67776,0.5512830701102538,0
64,Female,True,2,62710,0.45083452296764187,0
50,Male,False,1,63869,0.12373222017544208,1
72,Female,False,1,59230,0.5194900836120355,0
68,Male,False,2,65904,0.6002169799771232,0
69,Female,False,1,44312,0.3497953713765011,1
52,Male,False,1,41769,0.2514279624154586,1
28,Male,True,2,42911,0.6922142720692901,0
53,Female,True,4,68433,0.7301341108077378,0
69,Male,False,2,59063,0.6794299112384183,0
28,Male,True,4,33152,0.949356305941295,1
45,Female,True,3,52835,0.681476082592231,0
73,Female,False,3,39552,0.7709916385841579,0
68,Male,True,5,69518,0.8337216112930912,0
42,Female,False,1,76203,0.217428332324808,0
21,Male,True,1,29929,0.22718562733896616,1
62,Male,False,2,37054,0.6491960159481228,0
44,Female,False,4,45051,0.9684973560447223,0
47,Male,True,3,59610,0.7743904907342751,0
50,Female,True,4,39344,0.7965103200108945,1
68,Female,True,1,39764,0.20141261179109118,1
69,Male,False,5,56499,0.8322763134649432,0
61,Male,False,3,56381,0.4300140898386027,0
41,Male,True,2,62699,0.703838553205359,0
43,Female,False,4,71260,0.7552840881399842,0
55,Male,True,3,33858,0.6433360908566597,0
58,Female,True,2,40395,0.4753224644112272,1
18,Male,False,2,44179,0.6969982609863373,1
30,Female,True,4,65582,0.922722818838363,0
35,Male,True,4,71733,0.777287071483238,0
60,Male,True,3,48612,0.6543562045899708,0
63,Male,True,5,48296,0.8779779012477937,0
51,Female,True,3,36119,0.5412830783733587,1
64,Female,False,2,67123,0.4396504720687064,0
32,Male,True,5,51298,0.7013201466067348,0
36,Female,False,3,57604,0.6835128340732741,0
61,Male,True,3,46444,0.5377071914420001,0
59,Female,False,4,61666,0.9441333650411066,0
22,Male,True,4,33907,0.9599802170548034,0
60,Female,False,1,68065,0.5957793749017062,1
54,Male,True,1,68135,0.4188515881271996,0
21,Male,False,2,20121,0.665347863892604,0
26,Male,True,5,21794,0.7083290436175502,1
19,Male,False,1,29212,0.5571324170337795,1
32,Male,False,4,59070,0.8114972584158514,0
42,Female,True,3,72560,0.41387429495347977,0
75,Female,False,2,36581,0.504613219413001,0
60,Female,True,5,38138,0.8034782941270252,1
77,Female,True,4,36795,0.7355703658981708,0
65,Male,False,4,48339,0.9568210123001923,0
23,Female,False,2,22297,0.6221290134127662,1
21,Female,False,2,47636,0.48509977116762665,0
78,Female,False,3,58655,0.7032294542502375,0
61,Male,True,5,47443,0.7082599996996549,0
68,Male,False,2,50048,0.653331353043457,1
38,Male,False,4,47997,0.973884086882725,1
52,Male,True,3,42717,0.7194959817704036,0
48,Female,False,5,57470,0.7991949561822134,0
34,Female,False,5,71978,0.7708180155297395,0
63,Female,True,2,68867,0.7734363543946774,0
61,Female,True,2,37864,0.7539733948873542,0
18,Female,True,4,44932,0.9524057524326957,0
41,Female,False,2,77389,0.6382578775001017,0
25,Female,False,1,40505,0.1907837678080934,1
39,Female,True,3,79228,0.5005854867412618,0
60,Female,False,5,54319,0.8517896812719896,0
44,Female,True,2,41194,0.7031414772391892,0
75,Female,False,3,44199,0.48395740441582813,1
23,Male,True,5,33850,0.7777422317924401,1
40,Female,True,5,40098,0.9167411381532955,0
52,Male,False,1,62045,0.393651705378505,0
59,Female,False,3,32731,0.48948647045793797,0
61,Female,False,1,66023,0.19094421773249173,1
32,Female,False,3,46348,0.636133768863806,0
52,Female,True,5,33018,0.8618095890374224,0
51,Male,False,2,41071,0.7438227908671787,0
25,Female,False,4,40726,0.8521782667122076,0
63,Male,False,3,45229,0.5018810986635254,1
20,Male,False,5,36475,0.9188608858904137,0
47,Male,True,1,79724,0.20471474211402155,1
41,Female,True,3,57312,0.5334625870859633,1
67,Female,True,3,38559,0.7977373596356423,1
38,Female,False,1,71087,0.1993688284273176,1
37,Female,True,5,54602,0.9064987651278422,0
35,Female,False,5,51962,0.8290369220297242,0
55,Male,True,1,54566,0.29868668252757147,1
25,Female,True,1,43344,0.42626435517394357,0
52,Female,False,3,40369,0.5337634850190096,0
53,Male,True,4,34442,0.9847530397643077,1
30,Male,False,4,67133,0.9756056522074517,0
43,Male,True,5,60033,0.7338542545065975,0
67,Female,True,1,30547,0.40518367847009074,1
80,Female,True,2,32603,0.49590324366369465,0
53,Female,True,1,53033,0.17057501554888296,1
40,Male,True,1,64203,0.19977639831783503,1
19,Female,True,3,38794,0.6488255314595559,0
54,Female,True,4,62275,0.8940091707643493,0
41,Female,False,1,57138,0.30673550010480377,0
78,Female,True,1,35688,0.40107223583386853,0
26,Female,False,1,41353,0.5976016819934185,0
74,Female,True,5,39805,0.9633806112535153,0
65,Female,False,3,46780,0.709340057575254,1
31,Male,True,2,41640,0.7152923270182283,1
66,Female,False,4,65225,0.8838251135527552,0
34,Female,True,1,54396,0.44021724683830354,0
76,Female,True,5,62366,0.7675077409125972,0
59,Male,False,2,34881,0.5874401356609926,1
25,Male,False,3,49407,0.7462033691743771,0
77,Female,True,2,65152,0.44097067091246445,1
69,Female,False,4,60165,0.7211259521036804,0
71,Male,False,1,62000,0.4939212223474675,1
38,Male,True,5,75669,0.9834773475992893,0
73,Female,False,5,59841,0.7446721164790768,0
58,Female,True,2,51609,0.44894550805080163,1
39,Male,True,5,74676,0.8344413994176272,0
23,Male,False,1,43011,0.5889121014532165,1
49,Female,False,5,76311,0.8216229183840968,0
73,Female,False,4,67130,0.997083139074536,0
46,Female,True,1,75618,0.36450550106264434,1
56,Male,True,1,49421,0.25413102002159793,1
42,Female,False,4,53147,0.737352879970046,0
65,Male,False,1,55659,0.39366797293555855,0
77,Female,False,4,60556,0.7981035752360544,0
73,Male,True,1,52560,0.41633380616168647,1
57,Female,True,3,56583,0.5794953992568065,1
64,Male,False,5,51338,0.7987494549381394,0
72,Female,False,4,69375,0.8946453474868646,0
28,Male,True,5,25613,0.9236718557977359,0
58,Female,True,2,63469,0.7748556786089204,0
57,Male,True,1,44095,0.11203755192643736,1
57,Male,True,4,65689,0.8537695237685923,0
60,Male,True,4,36159,0.8214947929192,0
63,Female,True,4,46311,0.7613895556811983,1
78,Male,False,1,32313,0.2697585544523049,1
49,Male,False,1,46521,0.5350319611300586,0
38,Male,False,1,64975,0.1529536106494135,0
35,Female,False,5,40786,0.821587325015019,0
64,Male,False,1,59276,0.28253732170397194,1
29,Male,False,2,48399,0.5140106179746491,1
26,Female,False,3,46024,0.6984615062837807,1
74,Male,True,1,63864,0.5735901212036547,0
76,Male,True,5,40112,0.8548716066842935,1
28,Female,False,3,41537,0.4567290345126814,0
71,Male,True,4,57076,0.7883763267733499,0
37,Female,True,4,54000,0.816268987122734,1
42,Male,False,5,75152,0.8658907530041776,0
55,Female,True,2,46569,0.5904658257581062,0
59,Female,True,1,60167,0.24022553358589036,1
26,Male,True,5,20342,0.8439944617541089,1
62,Male,True,2,43318,0.5131532299478535,1
73,Female,False,2,33753,0.597112117946583,1
26,Female,True,2,48436,0.43884273699258686,1
79,Male,True,2,64669,0.6499025446605351,0
32,Male,False,4,53279,0.9176269741458571,0
74,Female,True,1,34791,0.3035588954956281,0
33,Female,True,3,53009,0.4492618628232388,1
70,Male,False,4,59637,0.8220011427193507,0
70,Male,False,2,63987,0.7669731353701859,0
65,Male,True,4,66256,0.8166604690696619,0
56,Female,True,2,55440,0.5659818619853713,1
24,Male,False,2,32460,0.6567341345462065,0
22,Female,True,4,39015,0.76024468855353,0
68,Male,True,3,65550,0.5630181400239322,0
63,Female,False,5,53048,0.7456002223589923,0
43,Male,True,1,75059,0.2299113948086264,0
46,Female,True,4,50671,0.8298956215611939,0
54,Male,True,4,36499,0.8988343519247175,0
77,Female,False,3,58369,0.48977519431998745,1
22,Male,False,4,48992,0.7301255461538239,0
51,Female,True,4,52578,0.8379049054415008,0
37,Male,True,1,77971,0.31964675597325143,1
29,Female,True,3,35501,0.4291342144521867,1
63,Female,True,1,67004,0.4431069122464466,0
34,Male,True,3,50635,0.5751162099647797,0
35,Female,False,3,73527,0.7225280405916452,0
68,Male,True,3,62317,0.5922905298799366,0
24,Female,True,2,20941,0.5486654690771838,1
56,Male,False,3,46653,0.54635776068118,0
51,Female,True,4,44177,0.7753617345186647,1
79,Male,False,2,38432,0.4194272523898883,0
23,Male,False,5,29814,0.9709218880762815,0
42,Female,False,5,52095,0.7384827806763047,0
67,Male,False,5,69100,0.8616126193402597,0
24,Female,False,5,33370,0.9751287460822131,0
63,Female,True,3,53572,0.6431201056894904,0
43,Male,False,4,64853,0.9901007733642393,0
60,Female,False,5,35810,0.8035869640311566,1
21,Male,False,4,44304,0.9619392795367039,0
31,Male,False,1,63091,0.2386563888126972,1
66,Male,False,1,59387,0.20122435427377058,0
23,Female,False,3,41079,0.7789942266306914,0
48,Male,False,2,47906,0.6920903479967169,1
22,Male,True,4,29131,0.8767237978163795,0
70,Male,False,1,56231,0.37618256166671094,0
23,Male,False,4,48888,0.7249855422120713,0
52,Female,True,3,38513,0.5842445082330142,0
49,Male,True,4,77500,0.9442254219396229,0
62,Female,True,2,50651,0.6783844160209058,0
67,Female,False,1,66951,0.3343709482918439,0
36,Female,False,5,48950,0.7564437931483282,1
36,Female,False,4,48509,0.9932546755377929,0
50,Female,True,3,65609,0.4322349641141967,1
58,Female,True,1,64129,0.19355346763940154,0
41,Female,False,4,69150,0.7245804347597232,0
45,Female,False,2,44884,0.7524115536197541,0
34,Male,True,4,64107,0.948132033991985,0
37,Female,True,5,59987,0.7169128136680879,0
39,Female,False,1,71410,0.13894016714088883,1
60,Female,False,3,63907,0.4014943416147806,0
78,Male,True,1,60862,0.2772232397073038,1
39,Female,False,5,49639,0.875655095542337,0
76,Male,False,2,69289,0.40554338431368236,1
55,Female,False,1,62859,0.5756101764312017,1
75,Male,False,1,46285,0.1097273590406265,1
79,Male,False,1,41020,0.5887508489041089,1
57,Female,False,1,66847,0.306350109094517,1
43,Male,False,5,60220,0.7083409603723778,0
41,Male,False,3,60863,0.40748842257640494,0
37,Female,True,2,41226,0.6813750580690419,0
23,Male,False,3,20762,0.7288637133920901,0
74,Female,True,2,53681,0.4625366444350841,0
45,Male,True,4,79481,0.8910728383181563,0
35,Female,False,3,73032,0.7045989002493616,0
37,Male,True,2,68634,0.5800573618724867,0
55,Male,True,2,49161,0.7341988905235838,0
70,Male,True,3,43066,0.7701650218880003,0
66,Male,False,4,45048,0.7076775777730671,0
72,Male,True,4,58079,0.8390987115304277,0
68,Male,True,1,40505,0.5644629419024636,0
79,Female,False,1,44700,0.10109391665270903,1
57,Male,True,4,55099,0.9934999737480975,0
36,Male,True,2,79226,0.4882642643356625,0
39,Female,True,3,71692,0.49561169887723316,0
58,Male,False,4,31521,0.9601552030621,0
72,Male,False,1,51355,0.3099379801927704,0
68,Female,False,3,67802,0.4181450060119893,0
69,Female,False,2,58555,0.6481690502269376,0
50,Male,True,5,52840,0.9978097269224266,0
75,Female,False,1,54779,0.2536055225058437,0
72,Female,False,4,65847,0.9889901308664224,1
62,Male,True,3,69108,0.7275051391704832,0
59,Male,True,5,61632,0.7531934912367396,0
45,Female,False,1,78198,0.3112560956379543,0
26,Male,True,3,25607,0.7191077206207818,1
31,Male,False,2,51817,0.7962906079672154,0
76,Male,False,3,58761,0.44271608458470807,0
24,Female,True,2,35991,0.7828241162267544,0
67,Male,True,2,30665,0.6483614838999854,0
32,Male,True,4,69137,0.9755544351291681,1
71,Female,False,2,31722,0.7164426192192735,0
44,Male,True,1,76115,0.2405819708338863,1
29,Male,False,4,20005,0.8200420289422112,0
24,Female,False,2,37225,0.7270424832083825,0
47,Male,True,2,69543,0.530219415305419,0
34,Male,False,2,60804,0.5157694898795167,0
36,Male,False,1,43710,0.5481775692495423,1
